,kdcode,dt,label,event_att,news_att,price_att,up,down,neural,pred_label,ori_pred_label,pred_probability
368,000910.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.27689096,0.27343133,0.4496777,2,0,"[0.27689096331596375, 0.27343133091926575, 0.4496777057647705]"
369,000913.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.22042398,0.17666645,0.6029096,2,0,"[0.22042398154735565, 0.17666645348072052, 0.6029096245765686]"
370,000915.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.2941165,0.2533145,0.45256904,2,0,"[0.2941164970397949, 0.2533144950866699, 0.45256903767585754]"
371,000917.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.22047928,0.21853454,0.56098616,2,0,"[0.22047927975654602, 0.21853454411029816, 0.5609861612319946]"
372,000918.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.23405531,0.17677253,0.5891721,2,0,"[0.2340553104877472, 0.17677253484725952, 0.5891721248626709]"
373,000919.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.26891536,0.27100495,0.46007973,2,1,"[0.2689153552055359, 0.27100494503974915, 0.46007972955703735]"
374,000920.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.30303428,0.43244022,0.26452547,1,0,"[0.3030342757701874, 0.43244022130966187, 0.26452547311782837]"
375,000921.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.2886986,0.5967436,0.11455783,1,1,"[0.28869861364364624, 0.5967435836791992, 0.11455783247947693]"
376,000922.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.33962336,0.4279075,0.23246917,1,2,"[0.339623361825943, 0.4279074966907501, 0.23246917128562927]"
377,000923.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.34314346,0.5133868,0.14346974,1,0,"[0.3431434631347656, 0.5133867859840393, 0.14346973598003387]"
378,000925.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.28641304,0.25951463,0.45407236,2,1,"[0.2864130437374115, 0.25951462984085083, 0.45407235622406006]"
379,000926.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.26501477,0.21442346,0.5205618,2,0,"[0.26501476764678955, 0.21442346274852753, 0.5205618143081665]"
380,000928.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.33111507,0.4963516,0.1725334,1,2,"[0.33111506700515747, 0.49635159969329834, 0.17253339290618896]"
381,000929.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.28663382,0.27042615,0.44294006,2,1,"[0.28663381934165955, 0.2704261541366577, 0.4429400563240051]"
382,000930.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.25695956,0.2576759,0.48536462,2,0,"[0.25695955753326416, 0.2576758861541748, 0.4853646159172058]"
383,000931.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.28071523,0.28592297,0.43336186,2,0,"[0.2807152271270752, 0.28592297434806824, 0.43336185812950134]"
384,000932.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.27776513,0.24752681,0.47470808,2,1,"[0.2777651250362396, 0.24752680957317352, 0.47470808029174805]"
385,000933.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.3159834,0.2811521,0.4028645,2,2,"[0.3159834146499634, 0.2811520993709564, 0.4028644859790802]"
386,000935.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.24162206,0.20423707,0.55414087,2,0,"[0.24162206053733826, 0.20423707365989685, 0.5541408658027649]"
387,000936.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.21195415,0.5898746,0.19817127,1,0,"[0.21195414662361145, 0.5898746252059937, 0.19817127287387848]"
388,000937.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.26100773,0.2057335,0.5332588,2,0,"[0.26100772619247437, 0.2057334929704666, 0.5332587957382202]"
389,000938.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.27794632,0.23524311,0.48681054,2,0,"[0.2779463231563568, 0.23524311184883118, 0.4868105351924896]"
390,000948.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.2313668,0.34274945,0.42588377,2,0,"[0.23136679828166962, 0.3427494466304779, 0.42588376998901367]"
391,000949.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.24625503,0.1650908,0.5886541,2,0,"[0.246255025267601, 0.16509079933166504, 0.588654100894928]"
392,000950.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.22635482,0.17807955,0.5955657,2,0,"[0.22635482251644135, 0.1780795454978943, 0.595565676689148]"
393,000951.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.21278633,0.17440434,0.6128093,2,0,"[0.21278633177280426, 0.1744043380022049, 0.6128093004226685]"
394,000952.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.24414869,0.1943271,0.5615242,2,0,"[0.24414868652820587, 0.19432710111141205, 0.5615242123603821]"
395,000955.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.29780063,0.5995211,0.10267827,1,1,"[0.29780063033103943, 0.5995211005210876, 0.10267826914787292]"
396,000957.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.32805288,0.28383005,0.3881171,2,2,"[0.3280528783798218, 0.28383004665374756, 0.38811710476875305]"
397,000959.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.25222397,0.2105477,0.53722835,2,0,"[0.2522239685058594, 0.21054770052433014, 0.5372283458709717]"
398,000960.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.29903924,0.29959852,0.40136224,2,1,"[0.29903924465179443, 0.2995985150337219, 0.40136224031448364]"
399,000961.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.293964,0.2697988,0.43623722,2,0,"[0.2939639985561371, 0.26979878544807434, 0.4362372159957886]"
400,000962.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.29562995,0.27134174,0.43302837,2,1,"[0.29562994837760925, 0.2713417410850525, 0.43302837014198303]"
401,000963.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.23515716,0.18836725,0.5764756,2,0,"[0.23515716195106506, 0.18836724758148193, 0.5764756202697754]"
402,000965.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.23282908,0.15627214,0.6108988,2,0,"[0.23282907903194427, 0.15627214312553406, 0.6108987927436829]"
403,000966.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.2521637,0.18981718,0.55801904,2,0,"[0.25216370820999146, 0.1898171752691269, 0.5580190420150757]"
404,000967.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.23426618,0.18237773,0.58335614,2,0,"[0.23426617681980133, 0.18237772583961487, 0.5833561420440674]"
405,000968.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.28651235,0.32328525,0.3902024,2,1,"[0.2865123450756073, 0.3232852518558502, 0.3902024030685425]"
406,000969.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.2884518,0.45393088,0.2576174,1,2,"[0.28845179080963135, 0.45393088459968567, 0.25761741399765015]"
407,000970.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.28038183,0.30980602,0.40981215,2,2,"[0.28038182854652405, 0.3098060190677643, 0.40981215238571167]"
408,000973.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.2724362,0.36690035,0.36066338,1,1,"[0.2724362015724182, 0.36690035462379456, 0.36066338419914246]"
409,000975.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.25075176,0.18492039,0.5643279,2,0,"[0.2507517635822296, 0.18492038547992706, 0.5643278956413269]"
410,000976.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.22269906,0.0917837,0.6855172,2,0,"[0.22269906103610992, 0.09178370237350464, 0.6855171918869019]"
411,000977.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.30630583,0.33053124,0.36316293,2,0,"[0.30630582571029663, 0.3305312395095825, 0.36316293478012085]"
412,000978.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.2490572,0.19048928,0.5604535,2,0,"[0.24905720353126526, 0.1904892772436142, 0.560453474521637]"
413,000980.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.2976908,0.26655874,0.43575042,2,2,"[0.29769080877304077, 0.2665587365627289, 0.43575042486190796]"
414,000981.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.41010928,0.40357304,0.1863177,0,2,"[0.410109281539917, 0.40357303619384766, 0.18631769716739655]"
415,000983.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.2745802,0.23362319,0.49179658,2,1,"[0.2745802104473114, 0.2336231917142868, 0.4917965829372406]"
416,000985.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.282659,0.2979135,0.41942754,2,1,"[0.28265899419784546, 0.29791349172592163, 0.4194275438785553]"
417,000987.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.24418806,0.18210454,0.5737074,2,0,"[0.24418805539608002, 0.18210454285144806, 0.5737074017524719]"
418,000988.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.26504123,0.2792654,0.45569327,2,0,"[0.2650412321090698, 0.2792654037475586, 0.4556932747364044]"
419,000989.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.2775412,0.25844836,0.46401048,2,0,"[0.2775411903858185, 0.25844836235046387, 0.46401047706604004]"
420,000990.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.20737945,0.1304624,0.6621582,2,0,"[0.20737944543361664, 0.1304623931646347, 0.662158191204071]"
421,000993.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.26685855,0.35399154,0.37914988,2,1,"[0.2668585479259491, 0.3539915382862091, 0.3791498839855194]"
422,000996.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.30049556,0.5919716,0.10753286,1,2,"[0.30049556493759155, 0.5919715762138367, 0.10753285884857178]"
423,000997.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.2507839,0.26982155,0.47939456,2,0,"[0.25078389048576355, 0.26982155442237854, 0.4793945550918579]"
424,000998.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.21208008,0.14057277,0.64734715,2,0,"[0.21208007633686066, 0.14057277143001556, 0.6473471522331238]"
425,000999.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.22522433,0.15911902,0.6156567,2,0,"[0.2252243310213089, 0.15911902487277985, 0.6156566739082336]"
426,001696.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.3560245,0.36264548,0.28133,1,2,"[0.35602450370788574, 0.3626454770565033, 0.2813299894332886]"
427,001872.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.25098437,0.2286824,0.52033323,2,0,"[0.2509843707084656, 0.22868239879608154, 0.5203332304954529]"
428,001896.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.2664784,0.24129766,0.49222392,2,0,"[0.26647838950157166, 0.2412976622581482, 0.49222391843795776]"
429,001914.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.25286445,0.2707998,0.47633576,2,1,"[0.25286445021629333, 0.27079978585243225, 0.4763357639312744]"
430,001965.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.21706283,0.12842911,0.65450805,2,0,"[0.2170628309249878, 0.128429114818573, 0.6545080542564392]"
431,001979.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.23459525,0.18821575,0.577189,2,0,"[0.23459525406360626, 0.18821574747562408, 0.577189028263092]"
432,002001.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.26490623,0.24053654,0.4945572,2,0,"[0.26490622758865356, 0.24053654074668884, 0.4945572018623352]"
433,002002.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.32963595,0.23144552,0.43891856,2,2,"[0.32963594794273376, 0.2314455211162567, 0.4389185607433319]"
434,002003.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.25832218,0.2960127,0.4456651,2,0,"[0.25832217931747437, 0.2960126996040344, 0.4456650912761688]"
435,002004.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.26043898,0.22235861,0.51720244,2,0,"[0.2604389786720276, 0.2223586142063141, 0.5172024369239807]"
436,002005.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.26950565,0.21160674,0.5188875,2,0,"[0.26950564980506897, 0.21160674095153809, 0.5188875198364258]"
437,002006.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.24819061,0.1910013,0.5608081,2,0,"[0.24819061160087585, 0.191001296043396, 0.5608081221580505]"
438,002007.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.23430584,0.17875251,0.58694166,2,0,"[0.23430584371089935, 0.17875251173973083, 0.586941659450531]"
439,002008.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.26163536,0.22480822,0.5135564,2,2,"[0.26163536310195923, 0.2248082160949707, 0.5135564208030701]"
440,002009.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.25744128,0.25240028,0.49015838,2,0,"[0.25744128227233887, 0.252400279045105, 0.4901583790779114]"
441,002010.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.41285864,0.3310731,0.2560683,0,2,"[0.41285863518714905, 0.3310731053352356, 0.25606828927993774]"
442,002011.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.27348834,0.2726808,0.4538308,2,1,"[0.2734883427619934, 0.27268078923225403, 0.4538308084011078]"
443,002012.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.43808877,0.450926,0.11098527,1,2,"[0.4380887746810913, 0.4509260058403015, 0.11098527163267136]"
444,002013.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.26503268,0.26359934,0.47136793,2,1,"[0.26503267884254456, 0.26359933614730835, 0.4713679254055023]"
445,002014.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.238661,0.18814644,0.5731925,2,0,"[0.2386610060930252, 0.1881464421749115, 0.5731924772262573]"
446,002015.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.24259572,0.2006309,0.55677336,2,0,"[0.24259571731090546, 0.20063090324401855, 0.5567733645439148]"
447,002016.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.24730931,0.42206576,0.33062488,1,0,"[0.24730931222438812, 0.42206576466560364, 0.33062487840652466]"
448,002017.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.17840023,0.6868012,0.13479854,1,1,"[0.17840023338794708, 0.6868011951446533, 0.1347985416650772]"
449,002019.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.39238936,0.37619406,0.23141658,0,2,"[0.39238935708999634, 0.3761940598487854, 0.23141658306121826]"
450,002020.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.2302285,0.17443848,0.595333,2,0,"[0.2302284985780716, 0.1744384765625, 0.5953329801559448]"
451,002021.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.25268576,0.20862502,0.5386892,2,0,"[0.2526857554912567, 0.20862501859664917, 0.5386891961097717]"
452,002022.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.2650372,0.24176982,0.49319297,2,0,"[0.2650372087955475, 0.24176982045173645, 0.49319297075271606]"
453,002023.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.25297695,0.26725757,0.47976547,2,0,"[0.2529769539833069, 0.26725757122039795, 0.47976547479629517]"
454,002024.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.27201474,0.626301,0.10168428,1,2,"[0.2720147371292114, 0.6263009905815125, 0.10168427973985672]"
455,002025.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.24816817,0.20764886,0.5441829,2,0,"[0.24816817045211792, 0.2076488584280014, 0.5441828966140747]"
456,002026.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.26124588,0.2010379,0.53771627,2,0,"[0.26124587655067444, 0.20103789865970612, 0.537716269493103]"
457,002027.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.29767424,0.25805968,0.44426602,2,0,"[0.2976742386817932, 0.25805968046188354, 0.44426602125167847]"
458,002028.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.2559018,0.23281941,0.51127875,2,0,"[0.2559018135070801, 0.23281940817832947, 0.5112787485122681]"
459,002029.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.26815033,0.23321001,0.4986396,2,1,"[0.26815032958984375, 0.2332100123167038, 0.49863961338996887]"
460,002030.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.26248312,0.28562742,0.45188943,2,1,"[0.2624831199645996, 0.28562742471694946, 0.45188942551612854]"
461,002031.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.2685981,0.29650548,0.43489644,2,1,"[0.26859810948371887, 0.29650548100471497, 0.43489643931388855]"
462,002032.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.24893607,0.15311442,0.59794945,2,0,"[0.24893607199192047, 0.1531144231557846, 0.5979494452476501]"
463,002033.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.22540718,0.15637234,0.6182205,2,0,"[0.2254071831703186, 0.1563723385334015, 0.6182205080986023]"
464,002034.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.21550758,0.19286662,0.59162575,2,0,"[0.21550758183002472, 0.19286662340164185, 0.5916257500648499]"
465,002035.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.2904701,0.580491,0.12903884,1,1,"[0.29047009348869324, 0.5804910063743591, 0.12903884053230286]"
466,002036.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.24933742,0.19121553,0.5594471,2,0,"[0.24933741986751556, 0.19121553003787994, 0.5594471096992493]"
467,002037.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.26778445,0.20650333,0.5257122,2,1,"[0.26778444647789, 0.20650333166122437, 0.5257121920585632]"
468,002038.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.2585047,0.19477165,0.5467236,2,0,"[0.2585046887397766, 0.1947716474533081, 0.5467236042022705]"
469,002039.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.2259873,0.1540008,0.62001187,2,0,"[0.2259873002767563, 0.15400080382823944, 0.6200118660926819]"
470,002040.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.2893752,0.45168734,0.2589375,1,2,"[0.2893751859664917, 0.4516873359680176, 0.2589375078678131]"
471,002041.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.26641747,0.18105116,0.55253136,2,0,"[0.2664174735546112, 0.18105116486549377, 0.552531361579895]"
472,002042.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.2207088,0.1279222,0.651369,2,0,"[0.22070880234241486, 0.1279222071170807, 0.6513689756393433]"
473,002043.SZ,2019-04-03,1.0,6.5068907e-34,0.0,1.0,0.28846782,0.215791,0.49574125,2,0,"[0.2884678244590759, 0.2157910019159317, 0.49574124813079834]"
474,002044.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.23826282,0.18622988,0.57550734,2,0,"[0.2382628172636032, 0.1862298846244812, 0.5755073428153992]"
475,002045.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.32740545,0.24942453,0.42317003,2,1,"[0.3274054527282715, 0.2494245320558548, 0.4231700301170349]"
476,002046.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.27345765,0.32753763,0.39900476,2,1,"[0.2734576463699341, 0.3275376260280609, 0.3990047574043274]"
477,002047.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.23255199,0.16325411,0.6041939,2,0,"[0.23255199193954468, 0.16325411200523376, 0.604193925857544]"
478,002048.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.30864993,0.3192971,0.37205303,2,2,"[0.3086499273777008, 0.31929710507392883, 0.37205302715301514]"
479,002049.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.36739442,0.3859436,0.246662,1,2,"[0.36739441752433777, 0.38594359159469604, 0.24666200578212738]"
480,002050.SZ,2019-04-03,1.0,1.9920372e-33,0.0,1.0,0.3081973,0.3812761,0.31052655,1,1,"[0.3081972897052765, 0.38127610087394714, 0.3105265498161316]"
481,002051.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.285036,0.381528,0.333436,1,2,"[0.28503599762916565, 0.38152799010276794, 0.3334360122680664]"
482,002052.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.27662894,0.30443355,0.41893753,2,0,"[0.27662894129753113, 0.30443355441093445, 0.4189375340938568]"
483,002053.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.24357271,0.18021876,0.57620853,2,0,"[0.24357271194458008, 0.18021875619888306, 0.5762085318565369]"
484,002054.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.30430388,0.29541674,0.40027934,2,1,"[0.3043038845062256, 0.2954167425632477, 0.40027934312820435]"
485,002055.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.2823008,0.25991935,0.4577798,2,1,"[0.28230080008506775, 0.25991934537887573, 0.45777979493141174]"
486,002056.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.27803212,0.23546766,0.48650026,2,0,"[0.278032124042511, 0.23546765744686127, 0.48650026321411133]"
487,002057.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.28390625,0.25048238,0.46561137,2,1,"[0.2839062511920929, 0.25048238039016724, 0.46561136841773987]"
488,002058.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.2719093,0.21061702,0.51747364,2,2,"[0.27190929651260376, 0.21061702072620392, 0.5174736380577087]"
489,002059.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.17990632,0.25951132,0.5605824,2,0,"[0.17990632355213165, 0.2595113217830658, 0.5605823993682861]"
490,002060.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.29189134,0.32959902,0.3785096,2,1,"[0.29189133644104004, 0.3295990228652954, 0.37850961089134216]"
491,002061.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.25838012,0.23238456,0.5092354,2,1,"[0.25838011503219604, 0.2323845624923706, 0.5092353820800781]"
492,002062.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.2607945,0.24907002,0.49013555,2,1,"[0.2607944905757904, 0.24907001852989197, 0.4901355504989624]"
493,002063.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.34225014,0.42533463,0.2324152,1,2,"[0.34225013852119446, 0.425334632396698, 0.23241519927978516]"
494,002065.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.27355614,0.2745715,0.4518723,2,1,"[0.2735561430454254, 0.2745715081691742, 0.4518722891807556]"
495,002066.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.26610056,0.33561766,0.39828172,2,1,"[0.26610055565834045, 0.33561766147613525, 0.3982817232608795]"
496,002067.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.26768413,0.20600572,0.5263102,2,0,"[0.26768413186073303, 0.20600572228431702, 0.5263102054595947]"
497,002068.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.27861053,0.29060426,0.4307852,2,1,"[0.2786105275154114, 0.29060426354408264, 0.430785208940506]"
498,002069.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.24335276,0.1550012,0.60164607,2,0,"[0.2433527559041977, 0.1550011932849884, 0.6016460657119751]"
499,002071.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.26613373,0.27852017,0.4553461,2,0,"[0.26613372564315796, 0.2785201668739319, 0.45534610748291016]"
500,002072.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.27363443,0.4973195,0.22904614,1,1,"[0.2736344337463379, 0.4973194897174835, 0.22904613614082336]"
501,002073.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.24591216,0.19417612,0.5599117,2,0,"[0.24591216444969177, 0.19417612254619598, 0.5599117279052734]"
502,002074.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.20946023,0.20611152,0.58442825,2,1,"[0.20946022868156433, 0.20611152052879333, 0.5844282507896423]"
503,002075.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.25364858,0.22214064,0.5242108,2,0,"[0.253648579120636, 0.22214064002037048, 0.5242108106613159]"
504,002076.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.28913972,0.3342968,0.37656355,2,1,"[0.2891397178173065, 0.3342967927455902, 0.37656354904174805]"
505,002077.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.22039226,0.15057111,0.6290366,2,0,"[0.22039225697517395, 0.15057110786437988, 0.6290366053581238]"
506,002078.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.3207036,0.4092547,0.27004173,1,2,"[0.3207035958766937, 0.40925469994544983, 0.27004173398017883]"
507,002079.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.24180754,0.3388511,0.41934142,2,0,"[0.24180753529071808, 0.33885109424591064, 0.41934141516685486]"
508,002080.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.23891869,0.18612418,0.5749571,2,0,"[0.23891869187355042, 0.18612417578697205, 0.5749570727348328]"
509,002081.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.28011432,0.324735,0.39515063,2,1,"[0.2801143229007721, 0.32473498582839966, 0.39515063166618347]"
510,002082.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.24224791,0.62143344,0.13631868,1,1,"[0.24224790930747986, 0.621433436870575, 0.13631868362426758]"
511,002083.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.22520748,0.1645182,0.6102743,2,0,"[0.22520747780799866, 0.16451820731163025, 0.6102743148803711]"
512,002084.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.25228387,0.11291048,0.6348057,2,0,"[0.25228387117385864, 0.11291047930717468, 0.6348056793212891]"
513,002085.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.25598794,0.23349887,0.5105131,2,1,"[0.2559879422187805, 0.23349887132644653, 0.5105131268501282]"
514,002087.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.2534334,0.20692228,0.53964436,2,0,"[0.2534334063529968, 0.2069222778081894, 0.5396443605422974]"
515,002088.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.3208717,0.3357014,0.3434269,2,2,"[0.3208717107772827, 0.3357014060020447, 0.343426913022995]"
516,002089.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.221751,0.22360265,0.5546463,2,0,"[0.22175100445747375, 0.22360265254974365, 0.5546463131904602]"
517,002090.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.29107937,0.38933194,0.31958878,1,2,"[0.2910793721675873, 0.3893319368362427, 0.3195887804031372]"
518,002091.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.27107877,0.22458212,0.5043391,2,0,"[0.27107876539230347, 0.22458212077617645, 0.5043390989303589]"
519,002092.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.40403536,0.3360772,0.25988743,0,2,"[0.404035359621048, 0.3360772132873535, 0.2598874270915985]"
520,002093.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.26628017,0.2801127,0.45360705,2,0,"[0.2662801742553711, 0.28011271357536316, 0.45360705256462097]"
521,002094.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.34136143,0.346971,0.31166762,1,2,"[0.3413614332675934, 0.3469710052013397, 0.31166762113571167]"
522,002095.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.37548518,0.37334284,0.251172,0,2,"[0.3754851818084717, 0.3733428418636322, 0.2511720061302185]"
523,002096.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.24814515,0.17460606,0.57724875,2,0,"[0.24814514815807343, 0.174606055021286, 0.577248752117157]"
524,002097.SZ,2019-04-03,2.0,0.0,0.0,1.0,0.26901707,0.22020009,0.51078284,2,0,"[0.2690170705318451, 0.2202000916004181, 0.5107828378677368]"
525,002098.SZ,2019-04-03,1.0,0.0,0.0,1.0,0.30811515,0.32446304,0.3674218,2,0,"[0.308115154504776, 0.32446303963661194, 0.36742180585861206]"
526,002099.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.36526266,0.38128042,0.25345686,1,2,"[0.3652626574039459, 0.38128042221069336, 0.25345686078071594]"
527,002100.SZ,2019-04-03,0.0,0.0,0.0,1.0,0.29641956,0.26901636,0.43456408,2,0,"[0.29641956090927124, 0.2690163552761078, 0.43456408381462097]"
